transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean,gross_amount,total_amount
T000935,C00726,2024-09-05,S011,Credit Card,0.0,2024-09-05,18717000.0,18717000.0
T000936,C00079,2026-01-30,S010,ZaloPay,0.0,2026-01-30,7800000.0,7800000.0
T000937,C00407,2025-05-27,S011,Momo,0.0,2025-05-27,1348000.0,1348000.0
T000938,C00090,2026-01-15,S006,Unknown,0.05,2026-01-15,281000.0,266950.0
T000939,C00161,2025-02-06,S021,ZaloPay,0.15,2025-02-06,24260.0,20621.0
T000940,C00392,2025-05-28,S012,ZaloPay,0.0,2025-05-28,0.0,0.0
T000941,C00080,2024-04-21,S019,???,0.2,2024-04-21,6480000.0,5184000.0
T000942,C00132,2025-02-12,S025,VNPay,0.15,2025-02-12,4468000.0,3797800.0
T000943,C00184,2024-10-19,S004,Momo,0.0,2024-10-19,26860000.0,26860000.0
T000944,C00111,2026-01-13,S006,ZaloPay,0.3,2026-01-13,5632000.0,3942399.9999999995
T000945,C00263,2025-10-17,S011,VNPay,0.0,2025-10-17,4645000.0,4645000.0
T000946,C00236,2025-09-30,S013,ZaloPay,0.1,2025-09-30,7072020.0,6364818.0
T000947,C00736,2025-01-22,S006,Bank Transfer,0.05,2025-01-22,137390000.0,130520500.0
T000948,C00162,2026-02-06,S020,Bank Transfer,0.3,2026-02-06,55788000.0,39051600.0
T000949,C00310,2025-11-04,S001,Bank Transfer,0.2,2025-11-04,0.0,0.0
T000950,C00483,2025-10-25,S015,Credit Card,0.3,2025-10-25,3951000.0,2765700.0
T000951,C00009,2025-07-25,S001,Bank Transfer,0.2,2025-07-25,1330000.0,1064000.0
T000952,C00177,2026-01-09,S020,Momo,0.0,2026-01-09,2372000.0,2372000.0
T000953,C00156,2025-03-31,S001,Bank Transfer,0.25,2025-03-31,1491000.0,1118250.0
T000954,C00534,2025-08-14,S023,VNPay,0.0,2025-08-14,41667000.0,41667000.0
T000955,C00092,2025-05-06,S017,ZaloPay,0.25,2025-05-06,8787000.0,6590250.0
T000956,C00789,2025-07-30,S019,Credit Card,0.3,2025-07-30,4716000.0,3301200.0
T000957,C00193,2025-10-02,S008,ZaloPay,0.0,2025-10-02,39612000.0,39612000.0
T000958,C00158,2026-02-12,S015,Credit Card,0.1,2026-02-12,13703000.0,12332700.0
T000959,C00058,2025-06-10,S023,Momo,0.2,2025-06-10,56178000.0,44942400.0
T000960,C00037,2025-05-26,S001,Bitcoin,0.0,2025-05-26,15615000.0,15615000.0
T000961,C00346,2025-08-30,S022,Momo,0.0,2025-08-30,7002000.0,7002000.0
T000962,C00699,2023-12-28,S010,Cash,0.2,2023-12-28,9987000.0,7989600.0
T000963,C00385,2026-01-18,S013,Momo,0.2,2026-01-18,10854000.0,8683200.0
T000964,C00389,2024-03-25,S016,,0.1,2024-03-25,1512000.0,1360800.0
T000965,C00029,2025-06-04,S005,Credit Card,0.2,2025-06-04,4359000.0,3487200.0
T000966,C00127,2025-12-20,S024,VNPay,0.0,2025-12-20,53669000.0,53669000.0
T000967,C00259,2025-07-28,S018,Bank Transfer,0.3,2025-07-28,15706000.0,10994200.0
T000968,C00103,2024-09-25,S024,VNPay,0.3,2024-09-25,4970000.0,3479000.0
T000969,C00078,2025-09-01,S009,Cash,0.0,2025-09-01,15043000.0,15043000.0
T000970,C00098,2025-12-19,S019,Cash,0.1,2025-12-19,32346000.0,29111400.0
T000971,C00011,2024-11-18,S016,Bank Transfer,0.0,2024-11-18,57640000.0,57640000.0
T000972,C00347,2025-09-10,S025,Bank Transfer,0.0,2025-09-10,46111000.0,46111000.0
T000973,C00373,2025-09-16,S021,VNPay,0.0,2025-09-16,14872000.0,14872000.0
T000974,C00036,2025-10-27,S022,ZaloPay,0.15,2025-10-27,53272000.0,45281200.0
T000975,C00098,2025-09-21,S014,Bank Transfer,0.0,2025-09-21,6198000.0,6198000.0
T000976,C00065,2025-10-18,S010,ZaloPay,0.15,2025-10-18,43587000.0,37048950.0
T000977,C00508,2026-01-01,S019,Momo,0.0,2026-01-01,7598000.0,7598000.0
T000978,C00713,2025-07-13,S022,VNPay,0.0,2025-07-13,1743000.0,1743000.0
T000979,C00642,2025-07-29,S010,Momo,0.0,2025-07-29,570000.0,570000.0
T000980,C00562,2024-09-01,S015,Bank Transfer,0.05,2024-09-01,27291000.0,25926450.0
T000981,C00091,2025-07-09,S007,ZaloPay,0.25,2025-07-09,13617000.0,10212750.0
T000982,C00055,2024-05-11,S013,VNPay,0.15,2024-05-11,5410000.0,4598500.0
T000983,C00346,2025-05-26,S009,Credit Card,0.0,2025-05-26,5525000.0,5525000.0
T000984,C00078,2025-03-04,S019,Cash,0.0,2025-03-04,9166000.0,9166000.0
T000985,C00119,2024-08-27,S010,Credit Card,0.1,2024-08-27,4572000.0,4114800.0
T000986,C00776,2025-07-02,S014,VNPay,0.0,2025-07-02,27765000.0,27765000.0
T000987,C00032,2026-03-13,S011,VNPay,0.15,2026-03-13,17917000.0,15229450.0
T000988,C00192,2025-07-12,S025,VNPay,0.3,2025-07-12,2523000.0,1766100.0
T000989,C00629,2025-05-21,S024,Momo,0.0,2025-05-21,7784000.0,7784000.0
T000990,C00083,2025-11-07,S014,Bank Transfer,0.05,2025-11-07,13953000.0,13255350.0
T000991,C00073,2024-02-20,S014,ZaloPay,0.15,2024-02-20,5364000.0,4559400.0
T000992,C00009,2025-05-19,S024,Cash,0.2,2025-05-19,0.0,0.0
T000993,C00445,2025-07-26,S019,VNPay,0.0,2025-07-26,19520000.0,19520000.0
T000994,C00198,2025-11-05,S021,Momo,0.0,2025-11-05,0.0,0.0
T000995,C00342,2025-08-21,S001,ZaloPay,0.2,2025-08-21,51550000.0,41240000.0
T000996,C00410,2025-03-15,S001,Bank Transfer,0.0,2025-03-15,17247000.0,17247000.0
T000997,C00288,2026-02-03,S018,VNPay,0.25,2026-02-03,13525000.0,10143750.0
T000998,C00506,2025-03-15,S010,Cash,0.0,2025-03-15,3795000.0,3795000.0
T000999,C00421,2025-02-10,S025,Momo,0.15,2025-02-10,4134000.0,3513900.0
T001000,C00224,2025-05-27,S010,,0.05,2025-05-27,10357000.0,9839150.0
T001001,C00049,2025-09-09,S001,Momo,0.3,2025-09-09,1086000.0,760200.0
T001002,C00325,2024-04-05,S007,,0.05,2024-04-05,4366000.0,4147700.0
T001003,C00660,2026-02-03,S019,Cash,0.15,2026-02-03,3430000.0,2915500.0
T001004,C00063,2025-10-26,S024,VNPay,0.0,2025-10-26,2542000.0,2542000.0
T001005,C00660,2025-09-30,S012,VNPay,0.0,2025-09-30,21488000.0,21488000.0
T001006,C00049,2025-07-26,S014,ZaloPay,0.0,2025-07-26,3281000.0,3281000.0
T001007,C00734,2025-07-06,S010,Cash,0.3,2025-07-06,1224000.0,856800.0
T001008,C00286,2024-09-22,S002,Momo,0.0,2024-09-22,50290000.0,50290000.0
T001009,C00089,2025-06-08,S016,Bank Transfer,0.0,2025-06-08,2244000.0,2244000.0
T001010,C00054,2025-07-24,S006,Credit Card,0.0,2025-07-24,1647000.0,1647000.0
T001011,C00457,2024-10-04,S006,Credit Card,0.1,2024-10-04,2175000.0,1957500.0
T001012,C00004,2025-05-10,S011,Cash,0.1,2025-05-10,94010000.0,84609000.0
T001013,C00002,2025-07-29,S012,Bank Transfer,0.0,2025-07-29,31398000.0,31398000.0
T001014,C00727,2025-04-29,S001,Bank Transfer,0.1,2025-04-29,24219000.0,21797100.0
T001015,C00079,2025-01-22,S022,Bank Transfer,0.1,2025-01-22,591060.0,531954.0
T001016,C00194,2025-09-11,S008,Credit Card,0.0,2025-09-11,843000.0,843000.0
T001017,C00454,2025-02-14,S008,Momo,0.0,2025-02-14,20775000.0,20775000.0
T001018,C00357,2026-01-17,S022,VNPay,0.15,2026-01-17,621000.0,527850.0
T001019,C00468,2025-08-10,S011,VNPay,0.0,2025-08-10,31427000.0,31427000.0
T001020,C00408,2025-11-05,S005,Momo,0.0,2025-11-05,6860000.0,6860000.0
T001021,C00074,2026-01-28,S016,Credit Card,0.0,2026-01-28,828000.0,828000.0
T001022,C00230,2026-01-03,S015,Bank Transfer,0.0,2026-01-03,25056000.0,25056000.0
T001023,C00634,2025-08-13,S022,ZaloPay,0.25,2025-08-13,1116000.0,837000.0
T001024,C00047,2025-11-18,S014,VNPay,0.0,2025-11-18,4224000.0,4224000.0
T001025,C00059,2024-06-09,S004,ZaloPay,0.15,2024-06-09,12672000.0,10771200.0
T001026,C00056,2024-08-28,S018,Credit Card,0.15,2024-08-28,1158000.0,984300.0
T001027,C00514,2025-03-20,S025,VNPay,0.0,2025-03-20,7118000.0,7118000.0
T001028,C00392,2025-01-17,S017,Momo,0.0,2025-01-17,12348000.0,12348000.0
T001029,C00013,2025-05-15,S022,VNPay,0.25,2025-05-15,1505000.0,1128750.0
T001030,C00224,2025-03-30,S009,Momo,0.05,2025-03-30,2333000.0,2216350.0
T001031,C00039,2025-07-19,S001,,0.0,2025-07-19,5743000.0,5743000.0
T001032,C00106,2025-09-15,S006,,0.0,2025-09-15,18061000.0,18061000.0
T001033,C00464,2025-01-17,S024,,0.0,2025-01-17,4477000.0,4477000.0
T001034,C00014,2026-01-10,S025,ZaloPay,0.2,2026-01-10,751000.0,600800.0
T001035,C00353,2025-01-02,S005,ZaloPay,0.3,2025-01-02,3399000.0,2379300.0
T001036,C00115,2025-02-11,S009,ZaloPay,0.25,2025-02-11,275000.0,206250.0
T001037,C00091,2025-11-29,S023,Credit Card,0.0,2025-11-29,281000.0,281000.0
T001038,C00094,2026-03-19,S020,Momo,0.0,2026-03-19,1109000.0,1109000.0
T001039,C00776,2025-08-22,S009,Bank Transfer,0.25,2025-08-22,7415000.0,5561250.0
T001040,C00104,2024-05-04,S016,ZaloPay,0.2,2024-05-04,4239000.0,3391200.0
T001041,C00763,2025-04-07,S016,Bank Transfer,0.2,2025-04-07,4900000.0,3920000.0
T001042,C00316,2025-04-30,S002,VNPay,0.0,2025-04-30,13433000.0,13433000.0
T001043,C00523,2025-10-31,S012,VNPay,0.25,2025-10-31,67724000.0,50793000.0
T001044,C00052,2025-09-17,S021,Credit Card,0.05,2025-09-17,6944000.0,6596800.0
T001045,C00289,2025-08-12,S004,Credit Card,0.05,2025-08-12,9675000.0,9191250.0
T001046,C00101,2025-06-20,S002,Gold,0.1,2025-06-20,8575000.0,7717500.0
T001047,C00800,2025-12-15,S006,Momo,0.0,2025-12-15,10195000.0,10195000.0
T001048,C00064,2024-08-11,S021,Momo,0.05,2024-08-11,12947000.0,12299650.0
T001049,C00487,2024-12-16,S011,Credit Card,0.0,2024-12-16,9134000.0,9134000.0
T001050,C00324,2025-09-15,S020,Momo,0.0,2025-09-15,10937000.0,10937000.0
T001051,C00328,2025-03-21,S009,Momo,0.3,2025-03-21,2277000.0,1593900.0
T001052,C00118,2024-02-14,S013,ZaloPay,0.3,2024-02-14,6104000.0,4272800.0
T001053,C00141,2025-04-01,S008,ZaloPay,0.0,2025-04-01,0.0,0.0
T001054,C00089,2025-09-22,S008,Bank Transfer,0.0,2025-09-22,46171000.0,46171000.0
T001055,C00219,2025-02-21,S014,VNPay,0.0,2025-02-21,670000.0,670000.0
T001056,C00599,2024-05-28,S024,Momo,0.3,2024-05-28,9523000.0,6666100.0
T001057,C00089,2025-10-31,S005,Momo,0.3,2025-10-31,4851000.0,3395700.0
T001058,C00660,2025-09-29,S023,Momo,0.15,2025-09-29,72645000.0,61748250.0
T001059,C00045,2026-03-15,S023,,0.15,2026-03-15,76829000.0,65304650.0
T001060,C00154,2024-07-31,S006,ZaloPay,0.15,2024-07-31,6028000.0,5123800.0
T001061,C00476,2026-03-02,S003,Credit Card,0.0,2026-03-02,2972000.0,2972000.0
T001062,C00372,2026-02-25,S014,Bank Transfer,0.0,2026-02-25,11436000.0,11436000.0
T001063,C00090,2025-01-02,S022,Momo,0.0,2025-01-02,5777000.0,5777000.0
T001064,C00001,2024-07-17,S020,???,0.3,2024-07-17,2588000.0,1811600.0
T001065,C00392,2026-01-01,S014,Momo,0.0,2026-01-01,6088000.0,6088000.0
T001066,C00374,2023-10-15,S024,Cash,0.0,2023-10-15,67144000.0,67144000.0
T001067,C00596,2025-09-06,S023,Momo,0.0,2025-09-06,30251000.0,30251000.0
T001068,C00656,2025-04-09,S003,Bank Transfer,0.0,2025-04-09,14270000.0,14270000.0
T001069,C00669,2024-05-01,S009,Cash,0.0,2024-05-01,3073000.0,3073000.0
T001070,C00068,2024-10-01,S001,Bank Transfer,0.0,2024-10-01,564000.0,564000.0
T001071,C00691,2025-03-20,S019,Credit Card,0.0,2025-03-20,22602000.0,22602000.0
T001072,C00088,2025-11-29,S005,VNPay,0.0,2025-11-29,5024000.0,5024000.0
T001073,C00211,2024-03-01,S017,,0.1,2024-03-01,33423000.0,30080700.0
T001074,C00456,2024-11-14,S012,VNPay,0.2,2024-11-14,5484000.0,4387200.0
T001075,C00293,2026-01-31,S015,ZaloPay,0.05,2026-01-31,18524000.0,17597800.0
T001076,C00652,2026-03-24,S007,Credit Card,0.05,2026-03-24,0.0,0.0
T001077,C00067,2025-06-12,S003,VNPay,0.15,2025-06-12,4071000.0,3460350.0
T001078,C00730,2025-04-17,S007,Momo,0.0,2025-04-17,16336000.0,16336000.0
T001079,C00063,2025-08-29,S001,ZaloPay,0.0,2025-08-29,92000.0,92000.0
T001080,C00101,2025-05-13,S025,VNPay,0.25,2025-05-13,7535000.0,5651250.0
T001081,C00497,2025-03-02,S003,VNPay,0.2,2025-03-02,5850000.0,4680000.0
T001082,C00145,2025-08-27,S010,Momo,0.0,2025-08-27,68066000.0,68066000.0
T001083,C00143,2024-06-17,S007,Momo,0.1,2024-06-17,12430290.0,11187261.0
T001084,C00506,2025-01-08,S023,Cash,0.0,2025-01-08,3898000.0,3898000.0
T001085,C00591,2024-06-15,S013,Momo,0.0,2024-06-15,26309000.0,26309000.0
T001086,C00279,2026-03-05,S007,ZaloPay,0.25,2026-03-05,206000.0,154500.0
T001087,C00332,2024-12-06,S013,Bank Transfer,0.0,2024-12-06,60754000.0,60754000.0
T001088,C00180,2025-12-23,S006,Credit Card,0.0,2025-12-23,11451000.0,11451000.0
T001089,C00266,2025-04-27,S019,Cash,0.0,2025-04-27,240000.0,240000.0
T001090,C00685,2024-05-22,S016,Bank Transfer,0.0,2024-05-22,112356000.0,112356000.0
T001091,C00178,2025-03-10,S008,Momo,0.05,2025-03-10,5485000.0,5210750.0
T001092,C00194,2025-07-09,S015,VNPay,0.0,2025-07-09,226000.0,226000.0
T001093,C00772,2024-01-16,S011,Cash,0.2,2024-01-16,4008000.0,3206400.0
T001094,C00529,2024-11-09,S006,Credit Card,0.0,2024-11-09,6028000.0,6028000.0
T001095,C00038,2023-09-03,S017,Credit Card,0.0,2023-09-03,8559000.0,8559000.0
T001096,C00345,2026-01-23,S001,Momo,0.0,2026-01-23,6516000.0,6516000.0
T001097,C00041,2024-02-08,S002,Credit Card,0.25,2024-02-08,3584000.0,2688000.0
T001098,C00285,2024-12-29,S012,Credit Card,0.0,2024-12-29,103000.0,103000.0
T001099,C00073,2025-02-18,S002,Credit Card,0.2,2025-02-18,3598000.0,2878400.0
T001100,C00158,2026-01-12,S001,VNPay,0.1,2026-01-12,516000.0,464400.0
T001101,C00319,2026-03-13,S015,VNPay,0.0,2026-03-13,9690000.0,9690000.0
T001102,C00199,2025-06-04,S015,Credit Card,0.0,2025-06-04,4170000.0,4170000.0
T001103,C00210,2024-09-22,S013,ZaloPay,0.0,2024-09-22,69712000.0,69712000.0
T001104,C00053,2026-02-02,S023,ZaloPay,0.0,2026-02-02,24424000.0,24424000.0
T001105,C00352,2026-03-22,S015,,0.05,2026-03-22,3537000.0,3360150.0
T001106,C00052,2025-08-26,S005,Momo,0.15,2025-08-26,1186000.0,1008100.0
T001107,C00220,2025-11-18,S024,Momo,0.2,2025-11-18,255000.0,204000.0
T001108,C00610,2025-10-26,S012,Bank Transfer,0.0,2025-10-26,3225000.0,3225000.0
T001109,C00274,2025-12-01,S025,Cash,0.05,2025-12-01,28864000.0,27420800.0
T001110,C00057,2025-10-04,S001,,0.05,2025-10-04,0.0,0.0
T001111,C00749,2026-02-26,S019,VNPay,0.0,2026-02-26,7571000.0,7571000.0
T001112,C00467,2025-12-08,S025,Bank Transfer,0.0,2025-12-08,562000.0,562000.0
T001113,C00154,2024-07-30,S003,Credit Card,0.0,2024-07-30,26163000.0,26163000.0
T001114,C00558,2025-08-18,S003,ZaloPay,0.0,2025-08-18,1650000.0,1650000.0
T001115,C00269,2025-04-11,S010,Credit Card,0.15,2025-04-11,10586000.0,8998100.0
T001116,C00361,2025-05-19,S023,Credit Card,0.3,2025-05-19,20036000.0,14025200.0
T001117,C00470,2024-11-30,S013,Bank Transfer,0.05,2024-11-30,78011000.0,74110450.0
T001118,C00700,2024-12-07,S019,Cash,0.1,2024-12-07,3044180.0,2739762.0
T001119,C00018,2025-09-19,S020,Bank Transfer,0.25,2025-09-19,18472000.0,13854000.0
T001120,C00103,2024-04-07,S016,Bank Transfer,0.2,2024-04-07,6321000.0,5056800.0
T001121,C00036,2024-04-25,S017,Momo,0.0,2024-04-25,1371000.0,1371000.0
T001122,C00277,2024-11-05,S009,Momo,0.05,2024-11-05,38034000.0,36132300.0
T001123,C00355,2025-02-02,S022,VNPay,0.0,2025-02-02,98099000.0,98099000.0
T001124,C00116,2024-09-03,S016,Cash,0.05,2024-09-03,13137000.0,12480150.0
T001125,C00618,2025-12-13,S014,Momo,0.0,2025-12-13,3030000.0,3030000.0
T001126,C00257,2026-03-25,S003,Credit Card,0.1,2026-03-25,1847000.0,1662300.0
T001127,C00023,2024-03-17,S012,VNPay,0.0,2024-03-17,47223000.0,47223000.0
T001128,C00081,2025-11-17,S015,VNPay,0.0,2025-11-17,13405000.0,13405000.0
T001129,C00096,2025-09-25,S003,Credit Card,0.0,2025-09-25,366000.0,366000.0
T001130,C00081,2024-08-25,S017,Credit Card,0.1,2024-08-25,10084000.0,9075600.0
T001131,C00380,2024-05-14,S001,Momo,0.0,2024-05-14,7058800.0,7058800.0
T001132,C00759,2024-07-20,S004,Momo,0.0,2024-07-20,518000.0,518000.0
T001133,C00082,2025-07-11,S019,,0.2,2025-07-11,18887000.0,15109600.0
T001134,C00392,2025-11-24,S001,ZaloPay,0.0,2025-11-24,3799000.0,3799000.0
T001135,C00045,2024-07-24,S024,ZaloPay,0.2,2024-07-24,74573000.0,59658400.0
T001136,C00154,2025-04-03,S019,Momo,0.3,2025-04-03,315000.0,220500.0
T001137,C00366,2025-08-14,S012,Bank Transfer,0.0,2025-08-14,4205000.0,4205000.0
T001138,C00498,2025-02-14,S008,Credit Card,0.0,2025-02-14,1660000.0,1660000.0
T001139,C00193,2025-06-24,S024,Cash,0.05,2025-06-24,7606000.0,7225700.0
T001140,C00002,2026-03-10,S014,Momo,0.0,2026-03-10,4725000.0,4725000.0
T001141,C00020,2025-08-06,S009,Cash,0.0,2025-08-06,1530000.0,1530000.0
T001142,C00063,2025-12-26,S020,Bank Transfer,0.1,2025-12-26,2054000.0,1848600.0
T001143,C00042,2025-10-24,S023,Momo,0.2,2025-10-24,7986000.0,6388800.0
T001144,C00614,2023-09-18,S016,VNPay,0.0,2023-09-18,7095000.0,7095000.0
T001145,C00340,2024-03-03,S020,Momo,0.2,2024-03-03,4473000.0,3578400.0
T001146,C00363,2023-08-11,S003,ZaloPay,0.1,2023-08-11,11743000.0,10568700.0
T001147,C00290,2024-12-23,S023,Momo,0.0,2024-12-23,562000.0,562000.0
T001148,C00242,2025-11-28,S008,Bank Transfer,0.2,2025-11-28,43589000.0,34871200.0
T001149,C00063,2025-10-25,S015,Momo,0.3,2025-10-25,6564000.0,4594800.0
T001150,C00235,2024-06-10,S021,ZaloPay,0.0,2024-06-10,4792000.0,4792000.0
T001151,C00649,2025-05-13,S011,Credit Card,0.25,2025-05-13,36876000.0,27657000.0
T001152,C00102,2025-01-18,S013,Credit Card,0.3,2025-01-18,33018000.0,23112600.0
T001153,C00004,2026-03-21,S021,Credit Card,0.05,2026-03-21,676000.0,642200.0
T001154,C00476,2026-01-03,S015,Bank Transfer,0.05,2026-01-03,3945000.0,3747750.0
T001155,C00091,2025-11-12,S020,Momo,0.0,2025-11-12,53660000.0,53660000.0
T001156,C00041,2024-11-04,S024,Cash,0.15,2024-11-04,2313000.0,1966050.0
T001157,C00418,2025-03-30,S021,VNPay,0.0,2025-03-30,18808000.0,18808000.0
T001158,C00188,2024-08-22,S016,Credit Card,0.0,2024-08-22,301000.0,301000.0
T001159,C00241,2025-09-20,S003,ZaloPay,0.0,2025-09-20,6380000.0,6380000.0
T001160,C00009,2025-11-02,S016,Cash,0.15,2025-11-02,3580000.0,3043000.0
T001161,C00166,2024-12-12,S007,Credit Card,0.0,2024-12-12,6658000.0,6658000.0
T001162,C00083,2026-03-21,S022,Credit Card,0.0,2026-03-21,3598000.0,3598000.0
T001163,C00030,2024-09-26,S005,ZaloPay,0.15,2024-09-26,1036000.0,880600.0
T001164,C00269,2025-03-03,S016,VNPay,0.25,2025-03-03,9042000.0,6781500.0
T001165,C00030,2025-09-24,S019,Momo,0.0,2025-09-24,7975000.0,7975000.0
T001166,C00661,2025-09-02,S006,Credit Card,0.0,2025-09-02,39820000.0,39820000.0
T001167,C00048,2025-07-15,S017,Credit Card,0.0,2025-07-15,2071700.0,2071700.0
T001168,C00602,2025-06-12,S004,Bank Transfer,0.0,2025-06-12,102844000.0,102844000.0
T001169,C00383,2025-09-14,S025,Credit Card,0.0,2025-09-14,5372000.0,5372000.0
T001170,C00014,2024-11-03,S024,Bank Transfer,0.0,2024-11-03,26360000.0,26360000.0
T001171,C00556,2025-09-28,S012,Momo,0.0,2025-09-28,2172590.0,2172590.0
T001172,C00571,2025-11-15,S007,Bank Transfer,0.3,2025-11-15,2004000.0,1402800.0
T001173,C00709,2025-06-16,S025,ZaloPay,0.1,2025-06-16,20288000.0,18259200.0
T001174,C00416,2024-09-20,S020,,0.0,2024-09-20,35479000.0,35479000.0
T001175,C00337,2026-03-16,S024,,0.0,2026-03-16,39664000.0,39664000.0
T001176,C00034,2025-03-01,S015,Bitcoin,0.0,2025-03-01,0.0,0.0
T001177,C00015,2025-05-17,S003,VNPay,0.1,2025-05-17,54459000.0,49013100.0
T001178,C00087,2023-12-08,S013,Bank Transfer,0.0,2023-12-08,1052000.0,1052000.0
T001179,C00127,2025-04-18,S019,Cash,0.25,2025-04-18,25848000.0,19386000.0
T001180,C00413,2025-04-27,S022,Momo,0.0,2025-04-27,127558000.0,127558000.0
T001181,C00145,2025-08-16,S010,Bank Transfer,0.0,2025-08-16,1381000.0,1381000.0
T001182,C00085,2026-01-11,S012,VNPay,0.15,2026-01-11,2800000.0,2380000.0
T001183,C00052,2024-12-07,S012,ZaloPay,0.0,2024-12-07,2352000.0,2352000.0
T001184,C00329,2025-09-22,S012,VNPay,0.0,2025-09-22,11565000.0,11565000.0
T001185,C00351,2025-08-16,S025,Credit Card,0.25,2025-08-16,65248000.0,48936000.0
T001186,C00397,2026-02-14,S021,Momo,0.3,2026-02-14,562000.0,393400.0
T001187,C00506,2025-10-21,S023,,0.0,2025-10-21,45753000.0,45753000.0
T001188,C00205,2025-08-02,S024,,0.25,2025-08-02,22553000.0,16914750.0
T001189,C00322,2025-11-27,S008,Bank Transfer,0.0,2025-11-27,5639000.0,5639000.0
T001190,C00157,2025-08-04,S023,ZaloPay,0.0,2025-08-04,35373000.0,35373000.0
T001191,C00498,2023-08-18,S001,ZaloPay,0.0,2023-08-18,8934000.0,8934000.0
T001192,C00181,2024-08-15,S014,Bank Transfer,0.25,2024-08-15,57869000.0,43401750.0
T001193,C00365,2026-03-20,S021,Bank Transfer,0.0,2026-03-20,25385000.0,25385000.0
T001194,C00795,2025-02-17,S004,VNPay,0.3,2025-02-17,1941000.0,1358700.0
T001195,C00063,2025-02-03,S025,Momo,0.0,2025-02-03,377000.0,377000.0
T001196,C00093,2024-11-27,S023,ZaloPay,0.1,2024-11-27,1972000.0,1774800.0
T001197,C00361,2025-06-10,S002,VNPay,0.0,2025-06-10,11961000.0,11961000.0
T001198,C00088,2025-11-22,S005,Credit Card,0.25,2025-11-22,180000.0,135000.0
T001199,C00036,2025-10-31,S023,Bank Transfer,0.05,2025-10-31,24589000.0,23359550.0
T001200,C00058,2025-03-04,S010,Momo,0.0,2025-03-04,0.0,0.0
T001201,C00020,2025-05-27,S003,Bank Transfer,0.1,2025-05-27,2416000.0,2174400.0
T001202,C00096,2025-09-20,S021,Credit Card,0.05,2025-09-20,17693000.0,16808350.0
T001203,C00699,2024-03-20,S016,ZaloPay,0.0,2024-03-20,36176000.0,36176000.0
T001204,C00078,2024-03-09,S019,ZaloPay,0.1,2024-03-09,4716000.0,4244400.0
T001205,C00068,2025-10-09,S023,Bank Transfer,0.25,2025-10-09,5390000.0,4042500.0
T001206,C00337,2025-01-25,S003,ZaloPay,0.0,2025-01-25,5761000.0,5761000.0
T001207,C00471,2024-04-26,S004,Credit Card,0.0,2024-04-26,13689000.0,13689000.0
T001208,C00365,2025-01-26,S003,Bank Transfer,0.2,2025-01-26,3164000.0,2531200.0
T001209,C00039,2025-12-28,S005,ZaloPay,0.0,2025-12-28,9005000.0,9005000.0
T001210,C00458,2025-05-15,S017,Bank Transfer,0.2,2025-05-15,39595000.0,31676000.0
T001211,C00646,2024-04-19,S007,Bank Transfer,0.25,2024-04-19,77742000.0,58306500.0
T001212,C00017,2024-08-12,S017,ZaloPay,0.0,2024-08-12,487000.0,487000.0
T001213,C00247,2025-12-15,S021,ZaloPay,0.05,2025-12-15,12508000.0,11882600.0
T001214,C00800,2025-04-18,S013,ZaloPay,0.0,2025-04-18,645000.0,645000.0
T001215,C00186,2026-02-10,S016,VNPay,0.05,2026-02-10,19306000.0,18340700.0
T001216,C00009,2025-05-24,S018,,0.0,2025-05-24,72899000.0,72899000.0
T001217,C00295,2025-10-17,S010,Momo,0.2,2025-10-17,2256000.0,1804800.0
T001218,C00318,2025-03-11,S025,Gold,0.1,2025-03-11,59360000.0,53424000.0
T001219,C00249,2025-09-07,S021,???,0.0,2025-09-07,974000.0,974000.0
T001220,C00116,2026-02-24,S011,Bank Transfer,0.0,2026-02-24,31611000.0,31611000.0
T001221,C00055,2025-04-17,S022,VNPay,0.0,2025-04-17,16491000.0,16491000.0
T001222,C00285,2026-01-22,S007,VNPay,0.1,2026-01-22,4556000.0,4100400.0
T001223,C00226,2025-08-04,S020,Bank Transfer,0.0,2025-08-04,1096790.0,1096790.0
T001224,C00295,2025-01-02,S005,Credit Card,0.2,2025-01-02,18444000.0,14755200.0
T001225,C00104,2025-01-17,S009,Bank Transfer,0.1,2025-01-17,1017000.0,915300.0
T001226,C00336,2024-07-08,S007,Bank Transfer,0.0,2024-07-08,19775000.0,19775000.0
T001227,C00024,2025-06-25,S004,Credit Card,0.0,2025-06-25,28144000.0,28144000.0
T001228,C00186,2025-11-14,S004,Credit Card,0.0,2025-11-14,3027000.0,3027000.0
T001229,C00080,2024-08-12,S024,ZaloPay,0.0,2024-08-12,7340000.0,7340000.0
T001230,C00683,2026-02-20,S012,Momo,0.0,2026-02-20,5316000.0,5316000.0
T001231,C00488,2024-04-15,S013,VNPay,0.0,2024-04-15,12478000.0,12478000.0
T001232,C00095,2025-05-25,S020,Credit Card,0.1,2025-05-25,32064000.0,28857600.0
T001233,C00209,2025-06-26,S008,Credit Card,0.0,2025-06-26,0.0,0.0
T001234,C00318,2025-05-28,S015,Cash,0.0,2025-05-28,6936000.0,6936000.0
T001235,C00785,2023-10-07,S013,ZaloPay,0.15,2023-10-07,14516000.0,12338600.0
